tweet,sent
BMW Vision EfficientDynamics Concept To Be In Production By 2013 - Future Cars News: BMW Vision EfficientDynamics ... ,0
 Aww dammit! Lol its in the post!! =P,0
"""It took me a few hours to get my hand un-glued from my face.""",-1
 How you doin just wanted to say hi and get in touch with you,0
"RT  Atheists are just as ethical and have as strong a moral compass as churchgoers, new research shows ",0
hopin' one day you'll come and sing this song with me. I wrote this song just for you.,1
Just realized a friend is off the wagon in a big way - sad;-(,-1
"RT  Is so excited about Pixies in March. La la love you, don't mean maybe...",1
RT  happy valentines day ! mix from mad decent - ,1
RT   Hi Sweetie! This is YOUR Holiday!You were named for it! Make it a special day!TU for the rt!Amy//Hugs to you!,1
RT This is very cool. Parallel genetic code created  /via ,1
Sesek napas mksdnya? ;) RT  Can't breathe easy... ,0
  check out my blog!!!!,1
"RT   That squirtin thing, lmao. . . I just can't find it sexy. I TRIED though. lmaooo. - yo  what u say?",0
"RT  Awards 2010: Jerry Aronson, education winner: Aronson said he has always considered teaching to be an a...",1
dropped my phone at knotts berry farm -_- water rides FTL!,-1
 lol you are not :P  this is the bag :D :D,0
The Book of Eli just didn't do it for me...,-1
White Knight Chronicles: Possibly one of the worst games ever made,-1
"1961, ""Les Amis De La Music"" by Brigitte Bardot: ",0
Sitting in my car :( man I think I really messed up with lukas tonight. :(,-1
"I like how my parents just love to ruin everything, including what would have been the best Valentine's Day of my life.",1
The thing about pictures of scenery is the never quite being able to translate the true experience- ,-1
OH SNAP. my 6 year old cousin snores SO loud.,-1
"From ""Hacking Exposed"" 2-14-10: MS update gives some XP boxes blue screen of death: ",-1
Photo: (via hopelesslydope) ,0
I posted two new tutorials. One one textures:  and one on Patterns: ,0
New Post!: The Careers through Culinary Arts Program: 20th Anniversary Benefit ,0
 hahah i dont mean to do that. its because b is right by the space barrrrr on my phone and my computer.,0
Ya style is played out like Arnold & that what you talking 'bout Willis.,-1
 girl ya it was just how they said it especially the in denial part! ,1
forgot to put the frozen yogurt away! whoops:P,0
 the laptop kept overheating and the repair trips were in the waranty period. They could never figure out what was wrong with it,-1
"The one time NASCAR should step in today, they don't.",-1
My v-day gift = cartoons & bed rest lame sum time 2day he will b rubbin my back & tummy :),1
the annoying cramps is getting my way! I wanna kill eeuuu!,-1
Photo: fuckyeahsubtitles: ,0
 all I can say is that your are AMAZING! I love & appreciate how you try to treat all your fans equally. We love you!,1
 no one asked me anything lol me and  said ear piercings on Monday lol,0
V-Day Gift 4 t/Planet> A Guide for Mass Meditation for Global Healing -  green meditation earth eco Please RT,1
"Babysitter...check! Day with my honey...check! Nothing else matters, except the kids that is",1
Happy V Day everyone! Or happy singles awareness day. Whichever works for you...,1
"RT  If you don?t like being alone, perhaps it would be wise to start making friends with the one you?re alone with!",0
RT  RT  My body hot lol,0
Happy Valentine's Day! Check out our Whole Trade roses. We won't tell anyone you only paid $19.99 for a dozen! ,0
"I just took ""You live in a House Between Justin and Chris. In ..."" and got: You and Justin become good friends! Try it: ",1
"Hubs: ""Hon, if you don't have something nice to say..."" Daughter: ""Then she'd never say anything.""",-1
Book Review: Does God Believe in Atheists? (John Blanchard) ,0
to all the wonders that swim in the stream who hang around me...you are marvellous and inspirational and this past year devine :) gratitude,1
"Daughter's been *killing* it on video chat with Grandma. I'd put her on that ChatRoulette thing if that weren't, like, awful parenting. fb",-1
John Pilger - Pepsi vs Coke in The Ice Cold War  John Pilger - Apartheid Did Not Die ,0
"hi sulli, i beleive, then reply my tweets hihi :) RT  why do some people dont really believe my account.",0
Nieuw Amsterdam?s Life & Tender Boats Make Their Way to the Yard (Cruise Addicts) ,0
"[HOMESERVER]At Risk: My Movies installe Windows Media Encoder 9, veuillez ne pas arr?ter ou red?marrer votre Windows Home Server.",0
" I wish! I might have to quiz you after, especially about Daniel Burkas talk.",1
4480??,0
RT  RT  happy Sunday!,1
"?1?: How to MAVERICKS SURF 11/7/09: THE FIRST PADDLE DAY OF THE YEAR. PETER MEL, ION BANNER, TYLER FOX, NA...  Let's go",0
Wish I was in Barcelona at the Mobile World Congress this week:  Friends going. Maybe next year schedules will work out.,-1
The next person to tell me that flirting is harmless will be getting slapped on sight... Flirting plants seeds...,-1
RT  okay! this is like my 100th tweet for Nelena4Vday ...still not on tt?? really??,1
RT  GagaAteOurHearts GagaAteOurHearts GagaAteOurHearts GagaAteOurHearts GagaAteOurHearts GagaAteOurHearts GagaAteOurHearts GagaAteOurHea,0
RT  GhettoVdayGifts watchin movie BET blackbuster...and then the AIDS commercial comes on... awkwardmoment,0
  - jose,0
Stamkos scores for T-Bay...and Walker/Prust square off.,0
 - More meadow thanks to ,1
The extra benefit of a Modulating Boiler,1
"You could have a hard time letting go of your ambitions now, b... More for Capricorn ",-1
Dodi and Diana wanted a wedding made in heaven ... ... ,1
great song!!! (YouTube ,1
dropping off the girls back home to YPO,0
i wanna meet  so i might have to come to my homie jheri party..,1
 my kitchen's so tiny if I don't put them away I have to walk on tippy-toe around my lounge to get anywhere,-1
Wew! Whose cat?? RT  RIP Casper...kucing di london yg suka naik bis tiap hri...hiks.. ,0
"Oh my lord, a group of Melissa Marie wannabes have walked into the restaurant. Not everyone can get away with the look. Eeeek.",-1
"Wtf. There's a pot deal going down in front of my house..o_O THIS ISN'T STOCKTON, DAMNIT..",-1
 is a bad influence. my liver hates me.,-1
"lol u righttt...and why u change ur name AGAIN. RT  be nice to ""All the single ladies"" *beyonce voice* youre taunting them..",0
"I'm at a loss for jokes right now lol I need sumn' in my system!! (Austin Powers' voice) ""Somebody stole my mojo!""",0
RT  Yo Soy Tu Amigo Fiel - Toy Story ,0
"Ollie Hales`s (United States, North Carolina) testimonial how to make money online for free.",1
" i said great minds...how's the insulting you?....you're so ungrateful smh, women",-1
fancy RT  Sporting a bowtie tonight at we hit Minerva's for a Valentine's Evening out with my girls.,1
just joined a video chat with 6 other people at  tinychat,0
I favorited a YouTube video -- Behind the Scenes - Monica Bellucci by Craig McDean ,0
 I heard the moto was better.,0
RT  We're on our third day with  - just a handful of species short of 100. Can we hit the century? Don't bet against it,0
Money Making Marketing For Loan Officers.: New Money Making Marketing E-book For Mortgage Loan Officers. Increase ... ,0
 They probably just want to draw people in and then when you're there they'll tell you the real price.,-1
Join Educators 2.0! ,0
 Shut the fuck up Donny! ,-1
 Thanks for the RT Heidi..,1
RT  Happy Valentines Day everyone! tell someone you love them today <3,1
ADUUUH another mencret dramaRT  Kalo mau sedikit saja buka hatilo!!  ,0
"Took the ""Tom ou Bill?"" quiz & got: Bill! What about you? ? ",0
 they are going to talk to the prisoners regarding loving their spouses. Or cell mates.,1
Burger test w/ Hays ? at Moonies Burger House ,0
Off for now folks - Hopefully will be able to phone  Tw33t ya later.,1
AWESOME!! My dream last night was just a little too influenced by Woodstock.,1
"Do IT!! RT  I want to start club tonight with ""your all I need"" by MJB & Method Man (cont) ",0
 lmaolmaolmao. I'm tweeting it once more because  told me so. Clearly I do what othres tell me to do.,-1
"  in 2 hours, the meat-ball baby will be 1 year old! ? RT: Techno family ",0
? Nelson Riddle - The Theme From Route 66  nowplaying,0
"doing my annual valentines day reflecting, and i've really only come to one thing.",-1
I finished my fourth can of Coke WTF.,-1
"I don't give a shit about Valentines, i'm pissed that i have no access to the new Uffie album!!",-1
 YESSS! HAHA. Those posters are awesome! :D I can stare at them all day long! xD,1
"Thr R times, tht I test yr faith,'til U think U might surrender. Baby Im, Im not ashamed 2 say, tht my hopes wr (cont) ",-1
So my kids hockey organization is putting on a fundraiser to purchase Sadie's WheelChair Adaptive stroller.. they told us today!!,1
Kalimantan dit hehe RT  dmn tuh len? RT  Lampion raksasa ,0
 me too. I'm disappointed. Expected better from the dunks.,-1
I uploaded a YouTube video -- aster cafe r an b singer live.mp4 ,0
My babyshowed up to Love the kids too.  I'm so glad you are here boo.... ,1
This American Life's Ira Glass on the art of storytelling ,0
" Y nt, its vday Heather...I dnt hve a Valentine sooooo I gotta gt sum1 wifey... ",-1
Open Question: My PSP home button opens but dosn't work.? - ,-1
live about to pick the mitchel musso autograph winner come watch!!!! (Broadcasting live at ,1
RT   you supporting lady gaga? x <---- Haha! I wish! Maybe 2years! I just have a show of my own tonight! X,0
"I gotta go now.... Breakfast, take a shower and stuff",-1
 LOL you are silly. its just something that comes with the Job,0
START NOW- Don't waste time-Get A Piece of The Tycoon's Business Empire. Live Life & Dream Big ,1
" gotta learn to not let them stress u, boo we can't let prettiness go to waste!",-1
Update: Brief Tampa interview with Allison and Kris  ,0
" bad romance isnt really at the best part, so if you want i could make another one if you dont like this one. just lemme know",0
Loving Venus is your key planet and she is in high demand toda... More for Libra ,1
Louis Armstrong has a new song coming out! ,1
NOW PLAYING ON FREDNETRADIO: Long Tall Sally - Little Richard. Greatest Music of All Time.fb ,0
"""kaw din ah careful ka sakin,Bka we ended up of hookin up din. "" --fcuk! fcuk! kinikilig ako!haha. the return ... ",-1
My new post is up with a surprise video  wearetheworld25forhaiti,0
Oh.MY.GOD! ,0
if u have read any of my tweets ..and it applys to u giveupmusic,0
 i'm fine lol xd Club Penguin coin code on my blog!,1
I love my date ,1
Harold Ford's Tax Problem: Will File First New York State Tax Return This April:,-1
RT  Happy Valentines Day Everyone! Hope you have someone to spend it with and that you remembered to buy a gift or card for your loved one. :),1
Lol YB RT  RT  All hail the ginger king  watiido?? on the chillz boss...lol fresh outa church,1
Honest time: I hate some of my a$$ hole managers. Never felt this way towards my boss ever before!! I miss green bay bby,-1
 what are you doing tonight?,0
?Worrying is using your imagination to create something you don't want.? ? unknown Be positive! ,0
 n thnk god i dnt have a boss right now..teachers and parents can suffice fr now..!!,0
"Daddy kasar dan arogan RT  Sink nyak cang ngeprove ci! Asshole ci! Nyen kaden ci iban ci? Talk to my fist, biatchhhh",0
"books hot trend 4: Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Alway... ",0
RT  lilduvalsarmsso short he do a hand stand and scrape his head on the floor,-1
 nah my mum wanted to see what it was like.,0
" of course I did, I always miss you MWAH MWAH",1
 - Fran & MATH,0
" video on the 18th? whoa i gotta outswag all the other people gettin cameos, what song? im wearing a poncho to ur shit!",-1
tryna upload a pic and twitter is trippn lol welp i tried,0
 my brain keeps traveling in the wrong direction,-1
RT  There's always that one person who always catches you doing something weird. omgthatssotrue,-1
RT  Can't wait for the Death Race prequel! -> ,1
Going to sleep feeling misserable and getting ill again,-1
" that's true. on a related note, do you know if Susan Boyle is on twitter?",1
Cyz he's a lib. RT  Why is everyone so surprised that Brian Williams is a NASCAR fan? Thought it was pretty well known already.,-1
TOP 100s by Year ????????? ??1975? Paul Simon ?50 Ways to Leave Your Lover ????~,0
RT  Sigh* :) ---whts the matter?,0
 Lol Didnt Any One Warn You Thats Like Against Drinkin Rules ! Lol I Neverr Doo That I Wake Up W. My Stomach In KNOTS Lol,-1
I have no idea Rinko acted at liar game 2!!,-1
"  bsk gw mau nyuruh dia triak2 ""sir yes sir! no sir, im sorry sir! on my face sir! Ooh..thank you sir!"" biar sexy!",0
"well, do you? ",0
"Support Lace Up Save Lives, add a twibbon to your avatar now! - ",1
Not feelin so good.: ,-1
God Hates Fags lists of bands that will produce a gay child  Who comes up with this stuff and what kind of drugs?,-1
PC Heads for the Heights ? Human Planet. On location with this ...: As we walked up the red carpet and onto the he... ,0
"Just took ""Where's Your Perfect Kissing Spot?"" and got In the Rain ",0
At least you know RT  but I'm not getting him a real gift on the side like he got me. that's fcked up right? *shrug*,-1
Follow the official Olympic twitter account ,0
Sign up free and Expand your Twitter followers using ,1
Kid Cudi will not leave my head. Ah!!!,-1
Farmers Introduces New Texas Next Generation Home Policy (Business Wire via Yahoo! Finance)... Home Insurance ,0
 That sounds like a great marketing technique to boost biz....you &  should have a friendly showdown! gjco,1
 I think it has to do with the symbolic luck part. WHICH HAS NO PRICE.,1
" which movie are you watching, and did you like it? replied to your tweet: ",1
*Snooki punch!* RT  Customer at work just told me my shirt looks stupid. Hahahaha. Awesome.,0
?4.3 million will be invested by UK into online scams investigative team,0
dotCommonweal ? Blog Archive ? Tourism and Pilgrimage: The current Christian Century has a nifty interview with tr... ,0
"I got to be the most ""famous regluar nigga"" in the game. Who fucking wit me right now?",0
"RT  Women are always moaning about the things guys will say to get into their pants... Bitch, try being a successful DJ!!!!",-1
"browsed a Toys R Us and two Targets, no toys were bought...oh well...better luck next time.",-1
Facebook App by artpublish1 ,0
and then there was dude who was doing psychedelic weird marijuana shit moves in front of the bar completely freaked me out,-1
"nowplaying Pink- Please Dont Leave Me "" I can cut you into pieces... when my heart is broken"" ",-1
i'm sooo happy for  :D it's all so EXCITINGGGGG :D,1
 wassup my dude i like what u do i wanted to talk bizness with you,1
 I aready kno .. Lol,1
"I'm at o2 Tower (Georg-Brauchle-Ring 50, Munich). ",0
Tarantino's Western Will Be A Slavery Adventure: He's calling it a Southern. ,0
"just voted ""Miley Cyrus"" on ""Which Disney Star will still be popular in 5 years?"" vote too ? ",0
"Watch My Name is Khan....its worth watching......the Trio(SRK,Kajol,KJ) proved again.....",1
Obsessed with Mario Bros Galaxy on the Wii.  and I can't stop playing.,-1
You are my fire,0
RT   im waiting for you to tweet duuudeee :D come onlineee xx,1
how does someone dick you over on valentines day? :(,-1
"RT  1 lucky winner will WIN this GAME when we have 1,000 followers  RT & Follow 2 enter! comp",1
Not so chilly out..............I'm feelin this yeah and I likie,0
I got my pops whip right now and this nigga aint got NOOO heat. Smh,-1
I'm just going to bed. I think I might be b-polar.,-1
thanks RT  FOLLOWMONDAY      and follow me ,0
The funny part is when the bottle popped n i got paranoid. lmao! ,0
Sick as a dog but still made something to smoke my bud out of.. ,-1
My fault RT   NOPE I have a G1,0
,0
"lol good ones RT  Lessons learned from ""Too Fat to Fly"" with  and  ",1
True RT  Halo Legends & Black Dynamite come out on Tuesday. And the Waxed Canvas Bean Boots from LL Bean ,0
"bejeweled, writing, and looking for the perfect cd to d/l...been listening to a lot of ugly casanova (isaac brock<3)",0
"...oh my god. Something just went down next door. The dog went mad, there was a girl screaming and a guy yelling. 0___0;",-1
My knee hurts so badly. frick!,-1
I almost slipped and fell on my way to my dorm room...classes should be canceled,-1
RT           ,0
" I wouldn't expect a huge change just by adding it, but you can add value and increase engagement, which should help eventually.",0
I have some of the weirdest cravings.,-1
I just snapped a new picture: ,0
"And if you say something wrong, a lot of people will hear you, take it offensively and hate you :/",-1
 the new pizza is good actually,1
Omg. I dnt know why but i really want to watch mouse hunt.,1
RT  This might fuck up a future collab but this dude Usher look like a Gay Urban Batman in the All Star game show,-1
Oh how I hate it when quick-and-dirty comes back to haunt you!,-1
See I got these tiny hands I can hold it I will hold it for you you will gay ass dudes lmfao,0
" those big ones without frames? I don't care how hot the girl is who is wearing them, I have an instant dislike to her.",-1
"twitters pissing me off. it load or do ANYTHING. :l  dude, I love you more than anyone.  pancake day tomorrow. ;D night.",1
Brunch with my darling  (@ Pastis) ,1
on palringo but where's my lavender?,0
"Still sick. Coughin up a lung at this point, but I got things to do later. Gotta make it work",-1
 not much I can do--all the fucking ports are closed,-1
Brrr forgot to turn my heater on in my room so now it's freezing!! Looks like I'm guna be sleeping under my duvet tonight :P,-1
Bout to Make breakfast and bring my nefew his formula at my sis house,0
36C when i got home; i still went for a run. can't wait for cool weather to exercise in Oz. bbq snags & beer after prob just kept me even,-1
" ur so clever : ) I worked, but had a lovely relaxin day,i work hard to keep ppl happy when not well & able to look after themselves",1
 - escalates to where?,0
 haha i'll pinch the cheeks of a 30 yr old.. PSHH!! you look about... 21?? Am i right?,1
"Twitter may be down, but Glee never ends!! Actually, it does. It my last episode. Fail",0
Hey hey Le Creuset! How many hands did you burn today?,0
Just used  to put my friends' faces on my Twitter background. Check it out!,0
The readiest way to make the wench amends,0
RT   in 2 eps. :( the season ends,0
" - Love, Peace and Harmony :)",0
"RT  NEW UPDATE: 27-Inch iMac Giveaway!: Movie Reviews, Trailers, Photos, Posters, News, Giveaways... ",0
Sy tibaaaRT  Hiksssssssssssss.... Cu yah syg..RT  Hey kao  Kami (cont) ,0
Ok so I Clearly spent over my Budget! :o( but I'm HAPPY! ?,1
DONE CLEANING! all i have to do now is go to the Dr.'s and watch Coraline!,1
" HOME MADE ROCKY ROAD!! Ooooo you have it tougher than I lol. Phew, I'm excited (if in a slightly sadistic way) :oS",0
Gospel being shared at Olympics -  Olympics Christian Jesus ministry,0
 watchin the All-Star game and tryna get some studyin done,0
is yay it's finally going to be nice out.. :),1
" Yeah I've seen it a few times now lool, they're looking like their having the time of their lives chillin with VANILLA ICE lol",1
RT  thank u! RT  Most stylish & kindest celeb I've talked with at FW so far. Thx Jared Leto! ,1
RT  Happy Valentine's Day to all my amazing ladies out there. You are all my Valentine today,1
Noah is rockin out to Imma Be! I hate this song but seeing him dancing makes my day!!! :),1
Blog Post: Clinton: Ir?n se mueve hacia una dictadura militar ,0
World of Warcraft PVP decal at ,0
my fault cuz i stuck around long enough to make it happen. smh.,-1
 just for the banter I guess :L what train do you get?,1
" whoa! Its your bday no sad on your bday!! And I told you to say something earlier, you waited it out?",0
Alliant RT2S RT2V Oper. Maintenance & Parts,0
"I actually just called my father ""old man"" during an argument...",-1
" Omg ""/ I did not neglect you last night .",-1
Immigrants in Britain to be taught to queue ,0
 you are RIGHT! Why in the world would he do that???!!!,-1
" Morning Jim, like me I see you're in Tweedeckland once more. How was your visit to HootSuiteville?",0
"ok, back out to make more hay while the sunshines...isn't it a lovely day sacramento, at least the ghetto bird is gone...",1
" I'm not, it was a group on facebook and I thought of you. Feel special.",1
Yeah it's ight looking to get a few other things going thou nah mean,0
"Oh btw, Dear John=WORST MOVIE EVER. Waste of my life and time.",-1
 I would love an adorable single fireman I would be crazy not to,0
At my favorite dessert spot (@ Finale - Park Plaza) ,1
RT  Brought my favorite indestructo travel watch:  . [I have one of those. Ken Trading Brain *rules*!],1
Get free Godiva chocolate and gifts ,1
" I have no idea. LoL We keep changing up and adding features, then subtracting and adding more, lol its a hot mess. ;D",0
RT  Hurray! 3 of  authors are up for the Authors' Club Best First Novel Award ,0
 the deep ones. You have an accent? I don't think i've ever heard it. Clearly this should be my goal. :),0
just left tamworth with Aquablakk performing now off to London SE1 club 500 miles today! n it's only Monday?!,0
RT   I'm glad it's not just my ears....LOL,0
RT  Did you know you can now make [absorb] fresh!? Make it fresh here: ,0
The Vicksburg Post Opinion Chief Martin's model rescued Choctaw nation ,0
O yeaa.. That's wassup RT  for the record everyone... is the wife. check her finger when u see'er,0
blowin trees and gettin money as always..o and bumpin breezy to lol yu ,1
wants to get Bones on DVD so i dun have to deal with skipping scenes anymore and wants to start reading the books the series was based on,0
RT  If you examine your suffering you will realize you do not own it. You share it with all those who grasp & cling,-1
"...Lookin to feel my belly wit that Rallys, bullsh*t.....that's what I get for not thinkin like an Outkast",-1
I subscribed to TayZonday's channel on YouTube ,0
" for that. I'm about to put Win 7 Ultimate on the same MBP, good to know it runs well for you.",1
RT   The all-star game has color vs. color with the uniform matchup. How about orange at home (cont) ,0
cant find my wallet.. eeek,-1
"far distance but near at heart. no matter where're u be, i still will feel you. ?",0
should cheryl give ashley the boot???,-1
Been Tweeting a lot because the hospital that I've been in for a week doesn't have a Wi-Fi connection.,-1
"I am so Happy right now. For many, many reasons! And for one quite wonderful reason.",1
I pleasee *-* ( live on ,1
"RT  LOL RT  and by the way I just heard the best quote ever ""People plan and God laughs"" AHAHAHAHAHAHAHA snaps!",-1
Wow worst movie ever so so so boring but thanks dad for the quality time lol now what to do hmmm,-1
"just voted ""I Like this one"" on ""Do I Look Nice? + Which looks nicer?"" vote too ? ",1
  he's a brown puppy with heart filled collar... O and he's loving and kind lol ? lol,1
Inspiration in Adversity ,0
 he's also the one who made my blade in Flash!,1
 same here just making my radio station hope people will listen to me,1
"Do you sometimes get annoyed that a lowercase ""l"" and capital ""I"" look the same in some fonts? idothistoo (via ",-1
"Q:Hi, Do you have any sisters? A:yes. two. a twin and older ",0
RT  RT  EVERYBODY CHECK OUT MY NEW VIDEO RAPPING TO VIDEO PHONE!!!  [RE-TWEET],1
If you like it then you should have put a ring on it.,-1
 I have created this account  for emergencies.Please follow this and retweet and request all your followers to do the same.,0
uhmm my followers number is decreasing! makesmesomad,-1
"RT  John Podesta, former chief of staff, says the Obama administration is in a ""mess"" and America's political system ""sucks"". www.ft.com/vfdc",-1
"If you have only one smile in you, give it to the people you love.....",1
 - hugs to you ALL-- who make each of my day brighter thru Jesus !,1
"Fuck off,Miley Haters ! Miley is the best & a legend ! She works really hard ! And u Guys,say she's Lazy ! You haven't hobbies...",1
After a long and beautiful..unforgettable Valentines Day.. I'm beat.. Sleep time.. On air at 6am on www.latin ,1
" Ring arrived today, it is fabulous. Thank you so much for your help. We are absolutely delighted.",1
"*goes to meet Alex*- Logan & Carlos, Do you think she'll have food waiting?- Carlos. Shut up, Carlos.- Logan",-1
"RT  I come dressed as any pill you deem fit. Whatever helps you swallow the truth, all the more easily... ~ Vitamin",1
youknowWHEN i look through my followers.. they are all goooorgeous <3 :D,1
I really want to watch RuPaul at Therapy seeing as this is my only Monday without class but I've got no gays to go with! :-(,0
"RT girls go off when a nigga say sumthin wrong,but like the most disrespectful songs? I'ma start rappin 2 these hoes 16bars4abitch",-1
" I hope you do a good season there in greece, so that you can comeback to Benfica later on, and play with us to get titles.",1
snow! pushing michelles car up the steep icy driveway lol I slipped n fell under the car while she was driving. mom was? ,-1
 Taz rang earlier and asked if I'd taken too much St John Wort! Haven't touched a drop or a tablet. I couldn't risk it!,-1
 linkedin business and social network; lots of business connections,0
 You must share that info! I need to go.,1
Want To Unlock iPhone 3.13 Software Available To Unlock And ... ,0
RT  My tummy hurts =[ {hope you feel better},-1
"skatin with my shirt off,tryin to get a tan",0
"Me too, but 4real tho? Why? LOL RT  I bet ""Un-Thinkable"" was dedicated to Swizz Beatz",0
mystic canvas just added  thanks for looking,0
RT   Too bad you're moving to Texas.~Why is that? We always got twitter!,0
RT  You niggas can wear sneakers if you want lol<== them be the same niggas that bitches be loving my Uggs,0
"Bingung tar lo jadi linglung,, emg susah dy' klo dah tua mah,wkwk RT  Bingung ... ",0
Check this video out -- Lost Generation ,0
RT  The KEY to social media: ,0
crisis solved. it was my dad. wow dad.,-1
"Lenovo IdeaPad Atom N270 1.6GHz Netbook -160GB SATA HDD, No Optical Drive 10.1"" WXGA ONLY 286.99 after rebate(s) ",0
FOXNews.com - New Breeds Showcased at 134th Westminster Dog Show! ,0
  Plz RT 1)A cool nickname. I tried SheSheWaWaBar but it was a no...DJM It was off the top of my head! 2bcont...,-1
  You got it. B&W movie during CampCamp. Maybe a good camping movie?,1
Looking forward to..RT  London Fashion Week invites - Thanks to everyone who has contacted us ,1
Top 10 Amazing Cities You Will Never Visit ,1
Hear My Voice here: The Sugarloaf EP [Badman Digital],0
lemmegetthisstr8 U weigh 250 but U thick and not fat? tryagain,-1
Photo: fuckyeahqaf: Love Gale and Randy together ,1
" Accepted, especially as that RT cracked me up",1
' d loveJBseyes ' im not on the computer im on my phone. my computers being so gaay,-1
" -pulls you in for a hug and holds you tight, closes my eyes-",1
" Haha! I love the little Apple tote bag. This will be the first of many, I feel, now that we have the store on our doorstep :P",1
kismet and karma. they were not changed by external factor.,0
"RT  Vancouver, the pros and cons of our splendid isolation - ",0
The princes are royal beauts!,1
 its like they know I hate touching strangers and will automatically get up and stand for the rest of my ride. Fuck faces.,-1
Flowers - One Of The Best Sources To Express Your Feelings - ,1
"Good Morning NorthWest! Sunny weather, banging music, and the drive to conquer! Tell me what else I need!",1
if you've never been in love before how do you know how it feels? is that possible?,0
Clear skies but really cold ,-1
RT  Privacy group files FTC complaint on GOOGLE Buzz... ,-1
"Having a interesting conversation with my oldest uncle, man my family is a trip!",1
RT  For the LOST fans ... RT  Don't miss tonight's episode. A number of things are illuminated.,0
TED talks now online from both David Cameron  and Gordon Brown  See for yourself :),0
Chillin in my set,1
TIHIS IS THE WEEK TO BUY SELECT MACBETH SHOES at 50 % OFF  get in there for a crazy deal !!!!!!!!!!!!,1
I favorited a YouTube video -- small looping jam vigeo 0001 ,0
"Fuck, my ankle fucking hurts...",-1
 someone needs to take a road trip to Pulaski for those....,0
 OH SHIT.. WELL I WAS POPP'N B4 POPP'N WAS THE THING TO BE... OK YOUNGPUNK.. SO STOPIT5,0
I have time to twitter now :-),1
Said he's sending me an 8x10 framed photo. Told him that ish won't go up in my house. He's got a better chance with a 4x6. justsayin,-1
sitting by a hot idiota! my life is amazing now.,1
 I KNOW YOU DO BB. THAT'S WHY I DO IT ALL THE TIME,1
I subscribed to JesseandStuff's channel on YouTube ,0
"Shen, Zhao absolutely golden in pairs victory: China?s Shen Xue and Zhao Hongbo won the pairs gold medal at the Va... ",1
He was like o shit oh fuck over and over again it worried me,-1
RT  Kids:  is on SlashfilmCast at  live now. I'm on at 8 PM PST with a big DERRICK announcement.,0
going to heathers. ?,0
Alright....the Norwegian curling team's clown pants have got to go.....make me queasy. ,-1
 shes not worth it....... (downin a miniature patrom bottle)! lmfao! i dont want to get a hangover~ just for her..,-1
I think that maybe gaga is a bit borderline. Love her tho,1
RT  New Blog Post on Google Buzz (zzz) ,0
"if I ask ""anything else for you."" Don't answer ""yes"" and then just stare at me.",-1
 going to watch valentines day on thursday! Soo exciting! I was jw if bradley cooper was in it coz my friends were debating it?X,1
RT  becauseofbieber were all are here and going crazy over geting his attention,-1
Someone just DMed me I still have a JETS bg on my Twitter page. When I have time to turn on my laptop I will be sure to change it ;),0
RT  giveaway here-------->  enjoy!,0
 and so is lily allen so perfect match really,1
LIVE streaming view of the olympics at the main plaza. See if you can see yourself on the  Cam! ,0
Sometimes I feel it might just be easier to spell my name the way everyone thinks it's spelt.,-1
RT  Help pick this month?s Consumer magazine cover with our short survey: ,0
At the doctors getting prescriptions for the year,0
 release that sea beast...and get kraken',0
 The thought of an all-nighter makes me shudder. I'd be sleeping for days. DAYS!,-1
More @ ,0
" ^DS shit no problem, whats good didnt hit you up yesterday was in the studio all night",1
   and  adopted me to Chinmaya! Its a LOng Story--> ippo ival chinmayayude thanga kudam aanu!,0
"RT  UI, LINDOOOOO TIRA TUDO -Q ( live on ",0
RT   I got some cherry limeaid n the fridge whats hanenen lol,1
Happy birthday toooo meee :) ,1
 yess! i loved it! Taylor Swift and Anne Hathaway are hilarious in it! :],1
Just uploaded a new photo on CRAFTSU: Buy and Sell Crafts ,0
 it'll be on iPlayer in a couple of hours - you then have a week to enjoy it again!,1
"tip  ""In Apps World, Divide and Conquer Carries Risks - NYTimes.com"" (  )",-1
 looking forward to plymouth tonight!!!,1
"  - My feelings for you, my superstar! Little Monsters will be with you 4ever. Love u more than anything!",1
You can now download your favorite MP3's at Associates Outlet Online,0
"Bayh retirement plan fuels GOP hope - Sen. Evan Bayh, Indiana Democrat, said Monday that he will not seek re-electi... ",1
We need a breakthrough in Israel. Haiti needs you to be their only face of God they will ever see.,1
GREAT NEWS! Sunday messages online! Check out website and share with your friends. ,1
Eeekkk! It's fucking cold outside! Do i really wanna go play in this shit today?,-1
Congrats!  and Hope for Haiti campaign & Sr. Jane's jump..  fundraising at its finest hcsm hcmktg,0
just repeated wat the last dub said (YouTube ,0
Internet Caffe Dai killing field di Pol Pot alla corsa per il Congresso  (by liside),0
 I love you so much! BAAAHAHAH!! Just about everything you say and do CRACKS me up! We need a date ASAP!,1
about to have alot of bonding time with    at the hump,1
How to Hire the Right Person When You Need a Family Lawyer - An Inside Look: Most individuals in their lifetime will ut ,0
 I hate being pushy so if you ever feel that way just tell me to STFU! Since you posted the first I figured I'd give you the choice,-1
6: Dyson DC31 Handheld Vacuum ,0
  I would realy lika a new free Wacom!!! The one I have is OLD evernotewacom,0
Get More For Your Advertising Dollar With Truth2maingmoney.org The godfather Traffic Exchange. ,0
